"id","country","date","village","year","region","leaders_killed","leader_names","leader_description","militants_low","militants_high","militants_avg","unknown_low","unknown_high","unknown_avg","civilians_low","civilians_high","civilians_avg","total_low","total_high","total_avg","president","president_bush","president_obama","president_trump","target_type","target_description","target_organization_name","geo_lat","geo_lon","province","strike_type","notes","_id_deprecated","sources_deprecated","source1_name","source1_url","source2_name","source2_url","source3_name","source3_url","source4_name","source4_url","source5_name","source5_url","source6_name","source6_url","source7_name","source7_url","sources_combined","militants_lowhigh","unknown_lowhigh","civilians_lowhigh","total_lowhigh","leader_percent",""
"220","Pakistan","12/27/2010","Machikhel, Mir Ali","2010","North Waziristan",,,,"4","6","5",,,,,,,"4","6","5","Obama","0","1","0","Vehicle",,"Taliban","33.0291","70.2468","Federally Administered Tribal Areas",,,"627",,,,,,,,,,,,,,,,,"Between 4 and 6",,,"Between 4 and 6","0",
"221","Pakistan","12/28/2010","Nawab village, in Ghulam Khan area","2010","North Waziristan",,,,"10","10","10",,,,,,,"10","10","10","Obama","0","1","0","Vehicle",,"Unclear","33.016724","69.906006","Federally Administered Tribal Areas",,,"628","<p>AP: http://news.yahoo.com/s/ap/20101228/ap_on_re_as/as_pakistan<br />Post: http://www.washingtonpost.com/wp-dyn/content/article/2010/12/28/AR2010122804181.html<br />CNN: http://articles.cnn.com/2010-12-28/world/pakistan.drone.strike_1_drone-strikes-drone-</p>","AP"," http://news.yahoo.com/s/ap/20101228/ap_on_re_as/as_pakistan","Post"," http://www.washingtonpost.com/wp-dyn/content/article/2010/12/28/AR2010122804181.html","CNN"," http://articles.cnn.com/2010-12-28/world/pakistan.drone.strike_1_drone-strikes-drone-",,,,,,,,,"<a href=' http://news.yahoo.com/s/ap/20101228/ap_on_re_as/as_pakistan'>AP</a>, <a href=' http://www.washingtonpost.com/wp-dyn/content/article/2010/12/28/AR2010122804181.html'>Post</a>, <a href=' http://articles.cnn.com/2010-12-28/world/pakistan.drone.strike_1_drone-strikes-drone-'>CNN</a>","10",,,"10","0",
"222","Pakistan","12/28/2010","Ghulam Khan, 20 km north of Miram Shah","2010","North Waziristan",,,,"5","8","6.5",,,,,,,"5","8","6.5","Obama","0","1","0","House",,"Unclear","33.029388","69.916992","Federally Administered Tribal Areas",,,"629","<p>AP: http://news.yahoo.com/s/ap/20101228/ap_on_re_as/as_pakistan<br />Post: http://www.washingtonpost.com/wp-dyn/content/article/2010/12/28/AR2010122804181.html<br />CNN: http://articles.cnn.com/2010-12-28/world/pakistan.drone.strike_1_drone-strikes-drone-</p>","AP"," http://news.yahoo.com/s/ap/20101228/ap_on_re_as/as_pakistan","Post"," http://www.washingtonpost.com/wp-dyn/content/article/2010/12/28/AR2010122804181.html","CNN"," http://articles.cnn.com/2010-12-28/world/pakistan.drone.strike_1_drone-strikes-drone-",,,,,,,,,"<a href=' http://news.yahoo.com/s/ap/20101228/ap_on_re_as/as_pakistan'>AP</a>, <a href=' http://www.washingtonpost.com/wp-dyn/content/article/2010/12/28/AR2010122804181.html'>Post</a>, <a href=' http://articles.cnn.com/2010-12-28/world/pakistan.drone.strike_1_drone-strikes-drone-'>CNN</a>","Between 5 and 8",,,"Between 5 and 8","0",
"223","Pakistan","12/31/2010","Ghulam Khan, 15km NW of Miram Shah","2010","North Waziristan",,,,"4","8","6",,,,,,,"4","8","6","Obama","0","1","0","Vehicle",,"Haqqani Network","33.037449","69.906006","Federally Administered Tribal Areas",,,"630","<p>CNN: http://www.cnn.com/2010/WORLD/asiapcf/12/31/pakistan.drone.strike/<br />AFP: http://news.yahoo.com/s/afp/20101231/wl_sthasia_afp/pakistanunrestusmissiles<br />AP: http://news.yahoo.com/s/ap/20101231/ap_on_re_as/as_pakistan<br />AJE: http://english.al</p>","CNN"," http://www.cnn.com/2010/WORLD/asiapcf/12/31/pakistan.drone.strike/","AFP"," http://news.yahoo.com/s/afp/20101231/wl_sthasia_afp/pakistanunrestusmissiles","AP"," http://news.yahoo.com/s/ap/20101231/ap_on_re_as/as_pakistan","AJE"," http://english.al",,,,,,,"<a href=' http://www.cnn.com/2010/WORLD/asiapcf/12/31/pakistan.drone.strike/'>CNN</a>, <a href=' http://news.yahoo.com/s/afp/20101231/wl_sthasia_afp/pakistanunrestusmissiles'>AFP</a>, <a href=' http://news.yahoo.com/s/ap/20101231/ap_on_re_as/as_pakistan'>AP</a>, <a href=' http://english.al'>AJE</a>","Between 4 and 8",,,"Between 4 and 8","0",
"224","Pakistan","1/1/2011","Mandi Khel, near Mir Ali","2011","North Waziristan",,,,"7","9","8",,,,,,,"7","9","8","Obama","0","1","0","Compound","Hafiz Gul Bahadar militants","Taliban","33.02824","70.239716","Federally Administered Tribal Areas",,,"631","<p>Geo: http://geo.tv/1-1-2011/76657.htm<br />AP: http://news.yahoo.com/s/ap/20110101/ap_on_re_as/as_pakistan<br />Reuters: http://news.yahoo.com/s/nm/20110101/wl_nm/us_pakistan_drones<br />AFP/ET: http://tribune.com.pk/story/97702/twin-drone-strikes-kill-9-</p>","Geo"," http://geo.tv/1-1-2011/76657.htm","AP"," http://news.yahoo.com/s/ap/20110101/ap_on_re_as/as_pakistan","Reuters"," http://news.yahoo.com/s/nm/20110101/wl_nm/us_pakistan_drones","AFP/ET"," http://tribune.com.pk/story/97702/twin-drone-strikes-kill-9-",,,,,,,"<a href=' http://geo.tv/1-1-2011/76657.htm'>Geo</a>, <a href=' http://news.yahoo.com/s/ap/20110101/ap_on_re_as/as_pakistan'>AP</a>, <a href=' http://news.yahoo.com/s/nm/20110101/wl_nm/us_pakistan_drones'>Reuters</a>, <a href=' http://tribune.com.pk/story/97702/twin-drone-strikes-kill-9-'>AFP/ET</a>","Between 7 and 9",,,"Between 7 and 9","0",
"225","Pakistan","1/1/2011","Ghoresti, near Mir Ali","2011","North Waziristan",,,,"4","5","4.5",,,,,,,"4","5","4.5","Obama","0","1","0","Gathering",,"Taliban","33.02824","70.236969","Federally Administered Tribal Areas",,,"632","<p>Geo: http://geo.tv/1-1-2011/76657.htm<br />AP: http://news.yahoo.com/s/ap/20110101/ap_on_re_as/as_pakistan<br />Reuters: http://news.yahoo.com/s/nm/20110101/wl_nm/us_pakistan_drones<br />AFP/ET: http://tribune.com.pk/story/97702/twin-drone-strikes-kill-9-</p>","Geo"," http://geo.tv/1-1-2011/76657.htm","AP"," http://news.yahoo.com/s/ap/20110101/ap_on_re_as/as_pakistan","Reuters"," http://news.yahoo.com/s/nm/20110101/wl_nm/us_pakistan_drones","AFP/ET"," http://tribune.com.pk/story/97702/twin-drone-strikes-kill-9-",,,,,,,"<a href=' http://geo.tv/1-1-2011/76657.htm'>Geo</a>, <a href=' http://news.yahoo.com/s/ap/20110101/ap_on_re_as/as_pakistan'>AP</a>, <a href=' http://news.yahoo.com/s/nm/20110101/wl_nm/us_pakistan_drones'>Reuters</a>, <a href=' http://tribune.com.pk/story/97702/twin-drone-strikes-kill-9-'>AFP/ET</a>","Between 4 and 5",,,"Between 4 and 5","0",
"226","Pakistan","1/1/2011","Boya village in Datta Khel","2011","North Waziristan",,,,"4","4","4",,,,,,,"4","4","4","Obama","0","1","0","Vehicle",,"Unclear","32.957977","69.918365","Federally Administered Tribal Areas",,,"633","<p>Geo: http://geo.tv/1-1-2011/76657.htm<br />AP: http://news.yahoo.com/s/ap/20110101/ap_on_re_as/as_pakistan<br />Reuters: http://news.yahoo.com/s/nm/20110101/wl_nm/us_pakistan_drones<br />AFP/ET: http://tribune.com.pk/story/97702/twin-drone-strikes-kill-9-</p>","Geo"," http://geo.tv/1-1-2011/76657.htm","AP"," http://news.yahoo.com/s/ap/20110101/ap_on_re_as/as_pakistan","Reuters"," http://news.yahoo.com/s/nm/20110101/wl_nm/us_pakistan_drones","AFP/ET"," http://tribune.com.pk/story/97702/twin-drone-strikes-kill-9-",,,,,,,"<a href=' http://geo.tv/1-1-2011/76657.htm'>Geo</a>, <a href=' http://news.yahoo.com/s/ap/20110101/ap_on_re_as/as_pakistan'>AP</a>, <a href=' http://news.yahoo.com/s/nm/20110101/wl_nm/us_pakistan_drones'>Reuters</a>, <a href=' http://tribune.com.pk/story/97702/twin-drone-strikes-kill-9-'>AFP/ET</a>","4",,,"4","0",
"227","Pakistan","1/7/2011","Ghar Laley, 22 miles west of Miram Shah","2011","North Waziristan",,,,"4","5","4.5",,,,,,,"4","5","4.5","Obama","0","1","0","House",,"Unclear","32.997147","69.749451","Federally Administered Tribal Areas",,,"634","<p>AP: http://news.yahoo.com/s/ap/20110107/ap_on_re_as/as_pakistan<br />AFP: http://news.yahoo.com/s/afp/20110107/wl_sthasia_afp/pakistanunrestusmissiles<br />Geo/AFP: http://geo.tv/1-7-2011/76925.htm<br />ET: http://tribune.com.pk/story/100332/us-drone-stri</p>","AP"," http://news.yahoo.com/s/ap/20110107/ap_on_re_as/as_pakistan","AFP"," http://news.yahoo.com/s/afp/20110107/wl_sthasia_afp/pakistanunrestusmissiles","Geo/AFP"," http://geo.tv/1-7-2011/76925.htm","ET"," http://tribune.com.pk/story/100332/us-drone-stri",,,,,,,"<a href=' http://news.yahoo.com/s/ap/20110107/ap_on_re_as/as_pakistan'>AP</a>, <a href=' http://news.yahoo.com/s/afp/20110107/wl_sthasia_afp/pakistanunrestusmissiles'>AFP</a>, <a href=' http://geo.tv/1-7-2011/76925.htm'>Geo/AFP</a>, <a href=' http://tribune.com.pk/story/100332/us-drone-stri'>ET</a>","Between 4 and 5",,,"Between 4 and 5","0",
"228","Pakistan","1/12/2011","Haiderkhel, 15 miles east of Miram Shah","2011","North Waziristan",,,,"3","4","3.5",,,,,,,"3","4","3.5","Obama","0","1","0","Compound","Hafiz Gul Bahadar militants","Taliban","33.009815","70.366058","Federally Administered Tribal Areas",,,"635","<p>BBC: http://www.bbc.co.uk/news/world-south-asia-12168901<br />AFP: http://www.google.com/hostednews/afp/article/ALeqM5hdc4QHvHir7j-xhidi_Ain2ZejOg?docId=CNG.74be369cc4573b35d80cca402f57f1f7.241<br />CNN: http://www.cnn.com/2011/WORLD/asiapcf/01/12/pakista</p>","BBC"," http://www.bbc.co.uk/news/world-south-asia-12168901","AFP"," http://www.google.com/hostednews/afp/article/ALeqM5hdc4QHvHir7j-xhidi_Ain2ZejOg?docId=CNG.74be369cc4573b35d80cca402f57f1f7.241","CNN"," http://www.cnn.com/2011/WORLD/asiapcf/01/12/pakista",,,,,,,,,"<a href=' http://www.bbc.co.uk/news/world-south-asia-12168901'>BBC</a>, <a href=' http://www.google.com/hostednews/afp/article/ALeqM5hdc4QHvHir7j-xhidi_Ain2ZejOg?docId=CNG.74be369cc4573b35d80cca402f57f1f7.241'>AFP</a>, <a href=' http://www.cnn.com/2011/WORLD/asiapcf/01/12/pakista'>CNN</a>","Between 3 and 4",,,"Between 3 and 4","0",
"229","Pakistan","1/18/2011","Asar village, 25 miles west of Miram Shah, Datta Khel","2011","North Waziristan",,,,"4","5","4.5",,,,,,,"4","5","4.5","Obama","0","1","0","Compound",,"Unclear","33.004059","69.603882","Federally Administered Tribal Areas",,,"636","<p>The News/AFP: http://www.thenews.com.pk/NewsDetail.aspx?ID=9679<br />AFP: http://www.google.com/hostednews/afp/article/ALeqM5hjwh98dulsiyXK_rxyu7zkPR--qw?docId=CNG.bcacce5d757f65ee2ea85771101c036f.931<br />PTI: http://news.in.msn.com/international/article</p>","The News/AFP"," http://www.thenews.com.pk/NewsDetail.aspx?ID=9679","AFP"," http://www.google.com/hostednews/afp/article/ALeqM5hjwh98dulsiyXK_rxyu7zkPR--qw?docId=CNG.bcacce5d757f65ee2ea85771101c036f.931","PTI"," http://news.in.msn.com/international/article",,,,,,,,,"<a href=' http://www.thenews.com.pk/NewsDetail.aspx?ID=9679'>The News/AFP</a>, <a href=' http://www.google.com/hostednews/afp/article/ALeqM5hjwh98dulsiyXK_rxyu7zkPR--qw?docId=CNG.bcacce5d757f65ee2ea85771101c036f.931'>AFP</a>, <a href=' http://news.in.msn.com/international/article'>PTI</a>","Between 4 and 5",,,"Between 4 and 5","0",
"230","Pakistan","1/23/2011","Doga Mada Khel, near Datta Khel","2011","North Waziristan",,,,"3","4","3.5",,,,,,,"3","4","3.5","Obama","0","1","0","House",,"Unclear","32.994843","69.627228","Federally Administered Tribal Areas",,,"637","<p>CNN: http://edition.cnn.com/2011/WORLD/asiapcf/01/23/pakistan.drone.strike/<br />AFP: http://www.google.com/hostednews/afp/article/ALeqM5gVhMn4zPfrcSKn4j7rtCaOsl7Kjw?docId=CNG.0974f2ca1c91adea909b6017dc4d554e.241<br />Geo: http://geo.tv/1-23-2011/77547.ht</p>","CNN"," http://edition.cnn.com/2011/WORLD/asiapcf/01/23/pakistan.drone.strike/","AFP"," http://www.google.com/hostednews/afp/article/ALeqM5gVhMn4zPfrcSKn4j7rtCaOsl7Kjw?docId=CNG.0974f2ca1c91adea909b6017dc4d554e.241","Geo"," http://geo.tv/1-23-2011/77547.ht",,,,,,,,,"<a href=' http://edition.cnn.com/2011/WORLD/asiapcf/01/23/pakistan.drone.strike/'>CNN</a>, <a href=' http://www.google.com/hostednews/afp/article/ALeqM5gVhMn4zPfrcSKn4j7rtCaOsl7Kjw?docId=CNG.0974f2ca1c91adea909b6017dc4d554e.241'>AFP</a>, <a href=' http://geo.tv/1-23-2011/77547.ht'>Geo</a>","Between 3 and 4",,,"Between 3 and 4","0",
"231","Pakistan","1/23/2011","Doga Mada Khel, near Datta Khel","2011","North Waziristan",,,,"2","3","2.5",,,,,,,"2","3","2.5","Obama","0","1","0","Motorcycle",,"Unclear","32.99369","69.624481","Federally Administered Tribal Areas",,,"638","<p>CNN: http://edition.cnn.com/2011/WORLD/asiapcf/01/23/pakistan.drone.strike/<br />AFP: http://www.google.com/hostednews/afp/article/ALeqM5gVhMn4zPfrcSKn4j7rtCaOsl7Kjw?docId=CNG.0974f2ca1c91adea909b6017dc4d554e.241<br />Geo: http://geo.tv/1-23-2011/77547.ht</p>","CNN"," http://edition.cnn.com/2011/WORLD/asiapcf/01/23/pakistan.drone.strike/","AFP"," http://www.google.com/hostednews/afp/article/ALeqM5gVhMn4zPfrcSKn4j7rtCaOsl7Kjw?docId=CNG.0974f2ca1c91adea909b6017dc4d554e.241","Geo"," http://geo.tv/1-23-2011/77547.ht",,,,,,,,,"<a href=' http://edition.cnn.com/2011/WORLD/asiapcf/01/23/pakistan.drone.strike/'>CNN</a>, <a href=' http://www.google.com/hostednews/afp/article/ALeqM5gVhMn4zPfrcSKn4j7rtCaOsl7Kjw?docId=CNG.0974f2ca1c91adea909b6017dc4d554e.241'>AFP</a>, <a href=' http://geo.tv/1-23-2011/77547.ht'>Geo</a>","Between 2 and 3",,,"Between 2 and 3","0",
"232","Pakistan","1/23/2011","Mando Khel, 60km south of Miram Shah near Razmak","2011","North Waziristan",,,,"6","6","6",,,,,,,"6","6","6","Obama","0","1","0","Compound",,"Unclear","32.691399","69.846954","Federally Administered Tribal Areas",,,"639","<p>CNN: http://edition.cnn.com/2011/WORLD/asiapcf/01/23/pakistan.drone.strike/<br />AFP: http://www.google.com/hostednews/afp/article/ALeqM5gVhMn4zPfrcSKn4j7rtCaOsl7Kjw?docId=CNG.0974f2ca1c91adea909b6017dc4d554e.241<br />Geo: http://geo.tv/1-23-2011/77547.ht</p>","CNN"," http://edition.cnn.com/2011/WORLD/asiapcf/01/23/pakistan.drone.strike/","AFP"," http://www.google.com/hostednews/afp/article/ALeqM5gVhMn4zPfrcSKn4j7rtCaOsl7Kjw?docId=CNG.0974f2ca1c91adea909b6017dc4d554e.241","Geo"," http://geo.tv/1-23-2011/77547.ht",,,,,,,,,"<a href=' http://edition.cnn.com/2011/WORLD/asiapcf/01/23/pakistan.drone.strike/'>CNN</a>, <a href=' http://www.google.com/hostednews/afp/article/ALeqM5gVhMn4zPfrcSKn4j7rtCaOsl7Kjw?docId=CNG.0974f2ca1c91adea909b6017dc4d554e.241'>AFP</a>, <a href=' http://geo.tv/1-23-2011/77547.ht'>Geo</a>","6",,,"6","0",
"233","Pakistan","2/20/2011","Kaza Panga village, 10 miles west of Wana","2011","South Waziristan","1","Abu Zaid al-Iraqi","Managed al-Qaeda's finances in Pakistan","4","8","6",,,,,,,"4","8","6","Obama","0","1","0","House",,"Al-Qaeda","32.313831","69.422607","Federally Administered Tribal Areas",,,"640","<li>AFP: <a href=""http://news.yahoo.com/s/afp/20110220/wl_sthasia_afp/pakistanunrestusmissilesGeo/AFP"" target=""_blank"">http://news.yahoo.com/s/afp/20110220/wl_sthasia_afp/pakistanunrestusmissilesGeo/AFP</a></li>\n <li>fox: <a href=""http://www.foxnews.com/world/2011/02/21/suspected-missiles-kill-7-northwest-pakistan.html"" target=""_blank"">http://www.foxnews.com/world/2011/02/21/suspected-missiles-kill-7-northwest-pakistan.html</a></li>\n <li>CNN: <a href=""http://edition.cnn.com/2011/WORLD/asiapcf/02/20/pakistan.drone.strike/"" target=""_blank"">http://edition.cnn.com/2011/WORLD/asiapcf/02/20/pakistan.drone.strike/</a></li>\n <li>BBC: <a href=""http://www.bbc.com/news/world-south-asia-12521102"" target=""_blank"">http://www.bbc.com/news/world-south-asia-12521102</a></li>\n <li>aljazeera: <a href=""http://www.aljazeera.com/news/asia/2011/02/20112218483631503.html"" target=""_blank"">http://www.aljazeera.com/news/asia/2011/02/20112218483631503.html</a></li>\n <li>xinhu: <a href=""http://news.xinhuanet.com/english2010/world/2011-02/21/c_13740905.htm"" target=""_blank"">http://news.xinhuanet.com/english2010/world/2011-02/21/c_13740905.htm</a></li>\n <li>theguardian: <a href=""https://www.theguardian.com/world/2011/feb/21/us-drone-strike-pakistan"" target=""_blank"">https://www.theguardian.com/world/2011/feb/21/us-drone-strike-pakistan</a></li>\n <li>washingtonpost: <a href=""http://www.washingtontimes.com/news/2011/feb/21/al-qaeda-figure-believed-killed-us-drone-strike/"" target=""_blank"">http://www.washingtontimes.com/news/2011/feb/21/al-qaeda-figure-believed-killed-us-drone-strike/</a></li>\n <li>nation: <a href=""http://nation.com.pk/Politics/21-Feb-2011/Drones-are-back"" target=""_blank"">http://nation.com.pk/Politics/21-Feb-2011/Drones-are-back</a></li>","Fox"," http://www.foxnews.com/world/2011/02/21/suspected-missiles-kill-7-northwest-pakistan.html target=_blank","\n CNN"," http://edition.cnn.com/2011/WORLD/asiapcf/02/20/pakistan.drone.strike/ target=_blank","\n BBC"," http://www.bbc.com/news/world-south-asia-12521102 target=_blank","Al Jazeera"," http://www.aljazeera.com/news/asia/2011/02/20112218483631503.html target=_blank","USA Today","http://usatoday30.usatoday.com/news/world/2011-02-21-al-qaeda-killed_N.htm","The Guardian"," https://www.theguardian.com/world/2011/feb/21/us-drone-strike-pakistan target=_blank","Washington Times/AP","http://www.washingtontimes.com/news/2011/feb/21/al-qaeda-figure-believed-killed-us-drone-strike/","<a href=' http://www.foxnews.com/world/2011/02/21/suspected-missiles-kill-7-northwest-pakistan.html target=_blank'>Fox</a>, <a href=' http://edition.cnn.com/2011/WORLD/asiapcf/02/20/pakistan.drone.strike/ target=_blank'>\n CNN</a>, <a href=' http://www.bbc.com/news/world-south-asia-12521102 target=_blank'>\n BBC</a>, <a href=' http://www.aljazeera.com/news/asia/2011/02/20112218483631503.html target=_blank'>Al Jazeera</a>, <a href='http://usatoday30.usatoday.com/news/world/2011-02-21-al-qaeda-killed_N.htm'>USA Today</a>, <a href=' https://www.theguardian.com/world/2011/feb/21/us-drone-strike-pakistan target=_blank'>The Guardian</a>, <a href='http://www.washingtontimes.com/news/2011/feb/21/al-qaeda-figure-believed-killed-us-drone-strike/'>Washington Times/AP</a>","Between 4 and 8",,,"Between 4 and 8","0.1666666667",
"234","Pakistan","2/21/2011","Spalga village, 12 miles south of Miram Shah","2011","North Waziristan",,,,"0","0","0","5","8","6.5",,,,"5","8","6.5","Obama","0","1","0","Militant Componund",,"Unclear","33.040901","70.19989","Federally Administered Tribal Areas",,,"641","<p>AFP: http://news.yahoo.com/s/afp/20110221/wl_sthasia_afp/pakistanunrestusmissiles<br />AP: http://news.yahoo.com/s/ap/20110221/ap_on_re_as/as_pakistan<br />BBC: http://www.bbc.co.uk/news/world-south-asia-12534705<br />The News: http://www.thenews.com.pk/T</p>","AFP"," http://news.yahoo.com/s/afp/20110221/wl_sthasia_afp/pakistanunrestusmissiles","AP"," http://news.yahoo.com/s/ap/20110221/ap_on_re_as/as_pakistan","BBC"," http://www.bbc.co.uk/news/world-south-asia-12534705","The News"," http://www.thenews.com.pk/T",,,,,,,"<a href=' http://news.yahoo.com/s/afp/20110221/wl_sthasia_afp/pakistanunrestusmissiles'>AFP</a>, <a href=' http://news.yahoo.com/s/ap/20110221/ap_on_re_as/as_pakistan'>AP</a>, <a href=' http://www.bbc.co.uk/news/world-south-asia-12534705'>BBC</a>, <a href=' http://www.thenews.com.pk/T'>The News</a>",,"Between 5 and 8",,"Between 5 and 8","0",
"235","Pakistan","2/24/2011","Mohammed Khel, in Danday Darpa Khel","2011","North Waziristan",,,,"4","5","4.5",,,,,,,"4","5","4.5","Obama","0","1","0","House",,"Taliban","32.976414","69.643707","Federally Administered Tribal Areas",,,"642","<p>AP: http://www.google.com/hostednews/ap/article/ALeqM5hPKUglL83WY_J2YeUBE9wjVoZg6Q?docId=812a86d71930495d92f621b60a1fbddc<br />BBC: http://www.bbc.co.uk/news/world-south-asia-12571875<br />CNN: http://edition.cnn.com/2011/WORLD/asiapcf/02/24/pakistan.dron</p>","AP"," http://www.google.com/hostednews/ap/article/ALeqM5hPKUglL83WY_J2YeUBE9wjVoZg6Q?docId=812a86d71930495d92f621b60a1fbddc","BBC"," http://www.bbc.co.uk/news/world-south-asia-12571875","CNN"," http://edition.cnn.com/2011/WORLD/asiapcf/02/24/pakistan.dron",,,,,,,,,"<a href=' http://www.google.com/hostednews/ap/article/ALeqM5hPKUglL83WY_J2YeUBE9wjVoZg6Q?docId=812a86d71930495d92f621b60a1fbddc'>AP</a>, <a href=' http://www.bbc.co.uk/news/world-south-asia-12571875'>BBC</a>, <a href=' http://edition.cnn.com/2011/WORLD/asiapcf/02/24/pakistan.dron'>CNN</a>","Between 4 and 5",,,"Between 4 and 5","0",
"236","Pakistan","3/8/2011","Ismailkhel","2011","North Waziristan",,,,"4","5","4.5",,,,,,,"4","5","4.5","Obama","0","1","0","Compound",,"Unclear","32.968","69.69","Federally Administered Tribal Areas",,,"643",,,,,,,,,,,,,,,,,"Between 4 and 5",,,"Between 4 and 5","0",
"237","Pakistan","3/8/2011","Landidog, 12 miles west of Wama","2011","South Waziristan",,,,"5","5","5",,,,,,,"5","5","5","Obama","0","1","0","Compound",,"Unclear","32.314991","69.447327","Federally Administered Tribal Areas",,,"644","<p>AP: http://news.yahoo.com/s/ap/20110308/ap_on_re_as/as_pakistan<br />AFP: http://gulftoday.ae/portal/2fb524ed-ac07-489c-b754-d517fe9f625c.aspx<br />AFP: http://news.yahoo.com/s/afp/20110308/wl_asia_afp/pakistanunrestusmissiles<br />BBC: http://www.bbc.co.</p>","AP"," http://news.yahoo.com/s/ap/20110308/ap_on_re_as/as_pakistan","AFP"," http://gulftoday.ae/portal/2fb524ed-ac07-489c-b754-d517fe9f625c.aspx","AFP"," http://news.yahoo.com/s/afp/20110308/wl_asia_afp/pakistanunrestusmissiles","BBC"," http://www.bbc.co.",,,,,,,"<a href=' http://news.yahoo.com/s/ap/20110308/ap_on_re_as/as_pakistan'>AP</a>, <a href=' http://gulftoday.ae/portal/2fb524ed-ac07-489c-b754-d517fe9f625c.aspx'>AFP</a>, <a href=' http://news.yahoo.com/s/afp/20110308/wl_asia_afp/pakistanunrestusmissiles'>AFP</a>, <a href=' http://www.bbc.co.'>BBC</a>","5",,,"5","0",
"238","Pakistan","3/11/2011","Spinwam village, Khaisor, 30 miles north of Miram Shah","2011","North Waziristan",,,,"3","4","3.5","2","2","2",,,,"5","6","5.5","Obama","0","1","0","Vehicle",,"Unclear","33.094994","70.276794","Federally Administered Tribal Areas",,,"645","<p>Dawn: http://www.dawn.com/2011/03/11/four-killed-in-north-waziristan-drone-strike-3.html<br />AP: http://news.yahoo.com/s/ap/20110311/ap_on_re_as/as_pakistan<br />AFP: http://tribune.com.pk/story/131121/drone-strike-kills-five-militants-officials/<br />Da</p>","Dawn"," http://www.dawn.com/2011/03/11/four-killed-in-north-waziristan-drone-strike-3.html","AP"," http://news.yahoo.com/s/ap/20110311/ap_on_re_as/as_pakistan","AFP"," http://tribune.com.pk/story/131121/drone-strike-kills-five-militants-officials/","Da",,,,,,,,"<a href=' http://www.dawn.com/2011/03/11/four-killed-in-north-waziristan-drone-strike-3.html'>Dawn</a>, <a href=' http://news.yahoo.com/s/ap/20110311/ap_on_re_as/as_pakistan'>AP</a>, <a href=' http://tribune.com.pk/story/131121/drone-strike-kills-five-militants-officials/'>AFP</a>","Between 3 and 4","2",,"Between 5 and 6","0",
"239","Pakistan","3/11/2011","Ghorski","2011","North Waziristan",,,,"4","10","7",,,,,,,"4","10","7","Obama","0","1","0","Gathering",,"Unclear","33.1347","70.1649","Federally Administered Tribal Areas",,,"646","<p>Dawn: http://www.dawn.com/2011/03/11/four-killed-in-north-waziristan-drone-strike-3.html<br />AP: http://news.yahoo.com/s/ap/20110311/ap_on_re_as/as_pakistan<br />AFP: http://tribune.com.pk/story/131121/drone-strike-kills-five-militants-officials/<br />Da</p>","Dawn"," http://www.dawn.com/2011/03/11/four-killed-in-north-waziristan-drone-strike-3.html","AP"," http://news.yahoo.com/s/ap/20110311/ap_on_re_as/as_pakistan","AFP"," http://tribune.com.pk/story/131121/drone-strike-kills-five-militants-officials/","Da",,,,,,,,"<a href=' http://www.dawn.com/2011/03/11/four-killed-in-north-waziristan-drone-strike-3.html'>Dawn</a>, <a href=' http://news.yahoo.com/s/ap/20110311/ap_on_re_as/as_pakistan'>AP</a>, <a href=' http://tribune.com.pk/story/131121/drone-strike-kills-five-militants-officials/'>AFP</a>","Between 4 and 10",,,"Between 4 and 10","0",
"240","Pakistan","3/13/2011","Azam Warsak, 12 miles west of Wana","2011","South Waziristan",,,,"0","4","2",,,,,,,"0","4","2","Obama","0","1","0","Vehicle",,"Unclear","32.308025","69.43222","Federally Administered Tribal Areas",,,"647","<p>AP: http://news.yahoo.com/s/ap/20110313/ap_on_re_as/as_pakistan<br />AFP: http://www.google.com/hostednews/afp/article/ALeqM5hhdwVfY0JTwgXW0VCKmLrpQzITEw?docId=CNG.b805aff6c27f0198bb74cd3263c88566.4c1<br />AFP: http://tribune.com.pk/story/132045/drone-str</p>","AFP"," http://tribune.com.pk/story/132045/drone-str","Express Tribune","https://tribune.com.pk/story/131995/drone-strike-kills-4-in-south-waziristan/",,,,,,,,,,,"<a href=' http://tribune.com.pk/story/132045/drone-str'>AFP</a>, <a href='https://tribune.com.pk/story/131995/drone-strike-kills-4-in-south-waziristan/'>Express Tribune</a>",,,,,"0",
"241","Pakistan","3/13/2011","Azam Warsak, 12 miles west of Wana","2011","North Waziristan",,,,"0","4","2",,,,,,,"0","4","2","Obama","0","1","0","Compound","Rahimullah, Taliban commander","Taliban","33.056","70.20221","Federally Administered Tribal Areas",,,"648","<p>AP: http://news.yahoo.com/s/ap/20110313/ap_on_re_as/as_pakistan<br />AFP: http://tribune.com.pk/story/132045/drone-strike-kills-six-militants/<br />AFP: http://www.google.com/hostednews/afp/article/ALeqM5jGxRj1kOjnRLOiUBZLXmMh7ucXGA?docId=CNG.312cded9f3e7</p>","AFP"," http://tribune.com.pk/story/132045/drone-str","Express Tribune","https://tribune.com.pk/story/131995/drone-strike-kills-4-in-south-waziristan/",,,,,,,,,,,"<a href=' http://tribune.com.pk/story/132045/drone-str'>AFP</a>, <a href='https://tribune.com.pk/story/131995/drone-strike-kills-4-in-south-waziristan/'>Express Tribune</a>",,,,,"0",
